"November","9.00","5.00","6.00","8.00 0.08","8.00 0.10 15.00 0.15 10.83 4.00","7.00 0.05","4.82","5.75","6.27","6.52","28.00","4.00","28.00","3.02","28.00 1.00","28.00 1.26","18.00","3.14","7.89","9.79","9.18","","5.97","5.85","5.92"
"December","9.00","5.00","6.00","8.25 0.08","8.00 0.01 15.00 0.15 10.83 0.15","6.35 0.05","4.94","5.94","6.45","6.67","28.00","4.00","28.00","3.02","28.00 1.00","28.00 3.03","18.00","3.14","8.33","9.87","9.48","","6.00","5.88","5.95"
"2022 January","9.50","5.50","6.50","8.25 0.08","8.50 0.01 15.00 0.15 10.83 0.15","6.35 0.05","5.01","6.05","6.58","6.79","28.00","4.00","28.00","3.02","28.00 3.22","28.00 3.03","18.00","4.21","8.42","10.12","9.76","","6.50","6.40","6.48"
"February","9.50","5.50","6.50","9.50 0.08","8.00 0.01 15.00 0.15 10.83 0.15","6.35 0.05","5.07","6.15","6.50","6.75","28.00","4.00","28.00","3.02","28.00 3.22","28.00 3.03","18.00","4.21","8.95","10.13","10.07","","6.50","6.45","6.48"
"March","10.50","6.50","7.50","12.00 0.15","11.25 0.20 15.00 0.25 11.90 4.50","6.35 0.10","5.17","6.30","7.68","8.06","28.00","4.00","28.00","3.02","28.00 3.22","28.00 4.00","18.00","5.46","9.47","10.35","10.73","","7.50","7.45","7.49"
"April","17.50","13.50","14.50","20.50 0.15","19.00 0.20 20.00 0.25 19.50 4.50","6.10 0.10","5.52","6.84","15.35","15.63","29.51","4.00","28.00","3.02","28.52 3.15","30.00 4.75","25.00","0.75","13.02","11.31","13.72","","14.50 14.50","","14.50"
"May","17.50","13.50","14.50","25.00 0.15","24.60 0.20 24.00 0.25 22.00 4.50","7.00 0.10","6.99","8.97","16.98","17.19","32.00","4.00","32.00","2.81","32.00 3.23","32.00 4.00","30.90","7.88","20.49","13.46","20.00","","14.50 14.50","","14.50"
"June","17.50","13.50","14.50","23.25 0.15","24.00 0.20 23.00 0.25 22.00 4.50","7.00 0.10","8.41","11.06","17.15","17.45","32.00","4.00","32.00","2.81","32.00 1.05","34.00 4.00","31.00 12.00","","21.94","15.06","21.50","","14.50 14.50","","14.50"
"July","18.50","14.50","15.50","25.30 0.08","25.00 0.10 26.00 0.15 24.00 4.00","6.00 0.05","9.56","12.60","19.11","19.42","34.00","4.00","38.53","2.81","36.00 1.05","37.73 3.50","35.95 12.00","","23.23","15.94","22.42","","15.50 15.50","","15.50"
"August","18.50","14.50","15.50","28.50 0.08","25.00 0.10 28.00 0.15 24.00 4.00","6.00 0.05","10.49","13.90","21.29","21.62","34.00","4.00","37.34","2.81","37.34 1.05","37.89 3.50","36.01","8.00","25.26","16.86","24.18","","15.50 15.50","","15.50"
"September","18.50","14.50","15.50","30.00 2.00","28.00 3.00 28.00 3.50 25.00 4.50","7.00 0.25","11.63","15.41","22.06","22.55","34.89","4.00","37.34","2.81","37.34 1.05","39.01 3.50","37.34","8.00","26.16","17.58","24.93","","15.50 15.50","","15.50"
"October","18.50","14.50","15.50","30.00 2.75","30.00 3.00 29.00 3.50 25.25 4.50","7.00 0.25","12.60","16.66","23.22","23.61","37.51","5.26","37.51","2.81","37.51 1.05","39.35 3.50","37.34","8.00","28.10","17.94","25.83","","15.50 15.50","","15.50"
"November","29.06","14.50","15.50","30.00 2.75","28.50 3.00 30.00 3.50 28.00 4.50","6.00 0.25","13.37","17.59","23.63","24.05","39.13","5.66","38.10","2.81","37.67 1.05","39.35 4.00","36.55","8.00","28.25","18.42","26.04","","15.50 15.50","","15.50"
"December","30.22","14.50","15.50","30.00 4.00","28.50 4.25 30.00 4.50 26.50 4.50","6.00 0.25","14.06","18.49","23.07","23.73","42.48","5.66","39.00","2.81","36.68 1.05","39.41 6.00","35.56","8.00","28.19","18.70","26.20","","15.50 15.50","","15.50"
"(a)  All interest rates are as at the end of period, unless otherwise stated.","","","","","","","","","","","","","","","","","","","","","Source: Central Bank of Sri Lanka","","","",""
